Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
222,Tunisia,619,"Fruit, fresh nes",5419,Yield,2010,2010,hg/ha,52067.000000,Fc
222,Tunisia,619,"Fruit, fresh nes",5419,Yield,2011,2011,hg/ha,51937.000000,Fc
222,Tunisia,619,"Fruit, fresh nes",5419,Yield,2012,2012,hg/ha,51481.000000,Fc
222,Tunisia,619,"Fruit, fresh nes",5419,Yield,2013,2013,hg/ha,51024.000000,Fc
222,Tunisia,619,"Fruit, fresh nes",5419,Yield,2014,2014,hg/ha,50505.000000,Fc
222,Tunisia,619,"Fruit, fresh nes",5419,Yield,2015,2015,hg/ha,50352.000000,Fc
222,Tunisia,619,"Fruit, fresh nes",5419,Yield,2016,2016,hg/ha,50398.000000,Fc
222,Tunisia,619,"Fruit, fresh nes",5419,Yield,2017,2017,hg/ha,50155.000000,Fc
222,Tunisia,619,"Fruit, fresh nes",5419,Yield,2018,2018,hg/ha,49913.000000,Fc
222,Tunisia,619,"Fruit, fresh nes",5419,Yield,2019,2019,hg/ha,49671.000000,Fc
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1961,1961,tonnes,20000.000000,F
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1962,1962,tonnes,18400.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1963,1963,tonnes,24000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1964,1964,tonnes,19850.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1965,1965,tonnes,18150.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1966,1966,tonnes,14650.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1967,1967,tonnes,15400.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1968,1968,tonnes,17600.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1969,1969,tonnes,16900.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1970,1970,tonnes,15300.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1971,1971,tonnes,14800.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1972,1972,tonnes,16900.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1973,1973,tonnes,16500.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1974,1974,tonnes,19400.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1975,1975,tonnes,16100.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1976,1976,tonnes,13700.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1977,1977,tonnes,14900.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1978,1978,tonnes,16800.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1979,1979,tonnes,16300.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1980,1980,tonnes,9500.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1981,1981,tonnes,16000.000000,F
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1982,1982,tonnes,20000.000000,F
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1983,1983,tonnes,23600.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1984,1984,tonnes,26500.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1985,1985,tonnes,31900.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1986,1986,tonnes,34300.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1987,1987,tonnes,35200.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1988,1988,tonnes,41400.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1989,1989,tonnes,42400.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1990,1990,tonnes,40600.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1991,1991,tonnes,49800.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1992,1992,tonnes,47500.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1993,1993,tonnes,57400.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1994,1994,tonnes,53600.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1995,1995,tonnes,51600.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1996,1996,tonnes,58300.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1997,1997,tonnes,63300.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1998,1998,tonnes,64300.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,1999,1999,tonnes,68300.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2000,2000,tonnes,66600.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2001,2001,tonnes,59100.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2002,2002,tonnes,66100.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2003,2003,tonnes,68000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2004,2004,tonnes,69000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2005,2005,tonnes,68000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2006,2006,tonnes,71000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2007,2007,tonnes,70500.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2008,2008,tonnes,75000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2009,2009,tonnes,75000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2010,2010,tonnes,67000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2011,2011,tonnes,72000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2012,2012,tonnes,73500.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2013,2013,tonnes,67000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2014,2014,tonnes,77000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2015,2015,tonnes,78000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2016,2016,tonnes,81000.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2017,2017,tonnes,74500.000000,
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2018,2018,tonnes,77604.000000,Im
222,Tunisia,619,"Fruit, fresh nes",5510,Production,2019,2019,tonnes,80110.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1961,1961,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1962,1962,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1963,1963,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1964,1964,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1965,1965,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1966,1966,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1967,1967,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1968,1968,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1969,1969,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1970,1970,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1971,1971,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1972,1972,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1973,1973,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1974,1974,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1975,1975,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1976,1976,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1977,1977,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1978,1978,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1979,1979,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1980,1980,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1981,1981,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1982,1982,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1983,1983,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1984,1984,ha,,M
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1985,1985,ha,580.000000,F
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1986,1986,ha,580.000000,F
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1987,1987,ha,580.000000,F
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1988,1988,ha,580.000000,F
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1989,1989,ha,580.000000,F
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1990,1990,ha,565.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1991,1991,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1992,1992,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1993,1993,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1994,1994,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1995,1995,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1996,1996,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1997,1997,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1998,1998,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,1999,1999,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2000,2000,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2001,2001,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2002,2002,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2003,2003,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2004,2004,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2005,2005,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2006,2006,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2007,2007,ha,600.000000,F
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2008,2008,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2009,2009,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2010,2010,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2011,2011,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2012,2012,ha,600.000000,F
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2013,2013,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2014,2014,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2015,2015,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2016,2016,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2017,2017,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2018,2018,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5312,Area harvested,2019,2019,ha,600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1985,1985,hg/ha,43103.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1986,1986,hg/ha,67241.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1987,1987,hg/ha,68966.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1988,1988,hg/ha,50000.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1989,1989,hg/ha,51724.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1990,1990,hg/ha,52212.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1991,1991,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1992,1992,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1993,1993,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1994,1994,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1995,1995,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1996,1996,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1997,1997,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1998,1998,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,1999,1999,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2000,2000,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2001,2001,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2002,2002,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2003,2003,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2004,2004,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2005,2005,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2006,2006,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2007,2007,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2008,2008,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2009,2009,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2010,2010,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2011,2011,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2012,2012,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2013,2013,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2014,2014,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2015,2015,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2016,2016,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2017,2017,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2018,2018,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5419,Yield,2019,2019,hg/ha,93333.000000,Fc
222,Tunisia,541,"Fruit, stone nes",5510,Production,1961,1961,tonnes,100.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1962,1962,tonnes,300.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1963,1963,tonnes,200.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1964,1964,tonnes,200.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1965,1965,tonnes,200.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1966,1966,tonnes,100.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1967,1967,tonnes,200.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1968,1968,tonnes,100.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1969,1969,tonnes,300.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1970,1970,tonnes,200.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1971,1971,tonnes,100.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1972,1972,tonnes,200.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1973,1973,tonnes,200.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1974,1974,tonnes,300.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1975,1975,tonnes,300.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1976,1976,tonnes,310.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1977,1977,tonnes,310.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1978,1978,tonnes,320.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1979,1979,tonnes,330.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1980,1980,tonnes,340.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1981,1981,tonnes,500.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1982,1982,tonnes,900.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1983,1983,tonnes,1700.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1984,1984,tonnes,2000.000000,
222,Tunisia,541,"Fruit, stone nes",5510,Production,1985,1985,tonnes,2500.000000,
222,Tunisia,541,"Fruit, stone nes",5510,Production,1986,1986,tonnes,3900.000000,
222,Tunisia,541,"Fruit, stone nes",5510,Production,1987,1987,tonnes,4000.000000,
222,Tunisia,541,"Fruit, stone nes",5510,Production,1988,1988,tonnes,2900.000000,
222,Tunisia,541,"Fruit, stone nes",5510,Production,1989,1989,tonnes,3000.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,1990,1990,tonnes,2950.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,1991,1991,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,1992,1992,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,1993,1993,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,1994,1994,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,1995,1995,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,1996,1996,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,1997,1997,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,1998,1998,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,1999,1999,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2000,2000,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2001,2001,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2002,2002,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2003,2003,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2004,2004,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2005,2005,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2006,2006,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2007,2007,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2008,2008,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2009,2009,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2010,2010,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2011,2011,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2012,2012,tonnes,5600.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,2013,2013,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2014,2014,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2015,2015,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2016,2016,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2017,2017,tonnes,5600.000000,F
222,Tunisia,541,"Fruit, stone nes",5510,Production,2018,2018,tonnes,5600.000000,Im
222,Tunisia,541,"Fruit, stone nes",5510,Production,2019,2019,tonnes,5600.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1961,1961,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1962,1962,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1963,1963,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1964,1964,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1965,1965,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1966,1966,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1967,1967,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1968,1968,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1969,1969,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1970,1970,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1971,1971,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1972,1972,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1973,1973,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1974,1974,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1975,1975,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1976,1976,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1977,1977,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1978,1978,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1979,1979,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1980,1980,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1981,1981,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1982,1982,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1983,1983,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1984,1984,ha,,M
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1985,1985,ha,4300.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1986,1986,ha,4300.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1987,1987,ha,4300.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1988,1988,ha,4300.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1989,1989,ha,7300.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1990,1990,ha,8000.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1991,1991,ha,8700.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1992,1992,ha,9600.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1993,1993,ha,9739.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1994,1994,ha,9405.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1995,1995,ha,9480.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1996,1996,ha,9700.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1997,1997,ha,9643.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1998,1998,ha,9727.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,1999,1999,ha,9800.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2000,2000,ha,9900.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2001,2001,ha,9990.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2002,2002,ha,9900.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2003,2003,ha,10170.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2004,2004,ha,10000.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2005,2005,ha,10373.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2006,2006,ha,10529.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2007,2007,ha,10683.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2008,2008,ha,10833.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2009,2009,ha,10987.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2010,2010,ha,11143.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2011,2011,ha,11301.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2012,2012,ha,11550.000000,F
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2013,2013,ha,11610.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2014,2014,ha,11614.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2015,2015,ha,11790.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2016,2016,ha,11940.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2017,2017,ha,12054.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2018,2018,ha,12167.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5312,Area harvested,2019,2019,ha,12278.000000,Im
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1985,1985,hg/ha,67442.000000,Fc
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1986,1986,hg/ha,68372.000000,Fc
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1987,1987,hg/ha,69302.000000,Fc
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1988,1988,hg/ha,70000.000000,Fc
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1989,1989,hg/ha,71781.000000,Fc
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1990,1990,hg/ha,73750.000000,Fc
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1991,1991,hg/ha,75402.000000,Fc
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1992,1992,hg/ha,75000.000000,Fc
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1993,1993,hg/ha,74956.000000,Fc
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1994,1994,hg/ha,75359.000000,Fc
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1995,1995,hg/ha,75689.000000,Fc
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1996,1996,hg/ha,76289.000000,Fc
222,Tunisia,603,"Fruit, tropical fresh nes",5419,Yield,1997,1997,hg/ha,76297.000000,Fc
